Chain,Landscape,[11],[12],[13],[14],[22],[23],[24],[33],[34],[44],[1],[1][1],[1][2],[1][3],[1][4],[2],[2][1],[2][2],[2][3],[2][4],[3],[3][1],[3][2],[3][3],[3][4],[4],[4][1],[4][2],[4][3],[4][4]
4cnf_B,235,0.005803381650000139,0.00454038560000011,0.003803561350000069,0.0038587429499999963,0.005648424000000148,0.004207197950000078,0.003811769649999987,0.005532739850000129,0.0030539470499999478,0.005097880150000043,0.0,-0.00290169082499585,-0.0468063818000011,-0.6295470203250029,-0.8272071778749891,0.0,0.04226599619999731,-0.002824212000003973,-0.5134201638250002,-0.7697724971749981,0.0,0.6257434589749855,0.5092129658750082,-0.0027663699249957595,-0.2814395111250072,0.0,0.8233484349250079,0.7659607275250021,0.2783855640749916,-0.0025489400749903936
4cng_A,236,0.005757106700000134,0.005225739300000088,0.004867583050000116,0.00451839475000011,0.005633634800000147,0.004937552350000117,0.004168460050000071,0.0054934618500001725,0.003979119850000121,0.005283573300000113,0.0,-0.002878553350002814,0.6650057520999885,0.16223918812501054,-0.11719524349998396,0.0,-0.6702314914000209,-0.0028168173999955255,-0.5261724523750043,-0.6154228433999956,0.0,-0.16710677117501033,0.5212349000249995,-0.0027467309249782942,-0.21487397314999546,0.0,0.1126768487500007,0.6112543833499998,0.21089485330000968,-0.0026417866499907146
4cng_B,237,0.005847973000000147,0.004825590150000067,0.005208994100000021,0.0041896346000000655,0.005575730450000117,0.0045539917000000036,0.004208064900000047,0.0055252157000000995,0.004035043100000073,0.00532123415000011,0.0,-0.00292398649999986,0.1345320623750081,-0.3883064245000094,-0.49063517732498785,0.0,-0.1393576525249871,-0.002787865224997446,-0.5355278162999927,-0.5652273062249932,0.0,0.38309743040000127,0.5309738246000092,-0.0027626078499966068,-0.10441614147499464,0.0,0.48644554272500123,0.5610192413250084,0.10038109837500767,-0.0026606170749952835
4e3f_A,238,0.006373133750000227,0.005347339500000055,0.004713896899999892,0.004873160400000006,0.0059600380500001654,0.004691810699999968,0.004768143999999993,0.005667159300000156,0.004746697349999981,0.005615049900000132,0.0,-0.0031865668750013184,-0.12172996587502678,-0.603609452749973,-0.7011158351999784,0.0,0.11638262637500857,-0.002980019025003152,-0.5496350270499988,-0.6554946360999918,0.0,0.5988955558499963,0.5449432163499927,-0.002833579649992246,-0.12461688790000772,0.0,0.6962426747999937,0.6507264920999928,0.11987019054999098,-0.002807524950000962
4e3g_A,239,0.00614131865000018,0.005544936250000112,0.005027831049999963,0.004766157249999956,0.006020002900000193,0.004937730200000003,0.004902956950000016,0.005763882200000152,0.004916176200000011,0.005612328650000128,0.0,-0.0030706593250234074,-0.14321907120000957,-0.4205564236999994,-0.48133686602498205,0.0,0.1376741349500061,-0.0030100014500107036,-0.32342439875000817,-0.4211347121250019,0.0,0.41552859265000724,0.3184866685500068,-0.0028819410999934587,-0.14867642942500148,0.0,0.4765707087749968,0.41623175517499916,0.1437602532249962,-0.0028061643249973375
4e4a_A,240,0.006277976400000203,0.005535037450000121,0.004889503550000004,0.004827737099999926,0.005926579700000176,0.005003215800000069,0.004885336549999897,0.0056572538500001485,0.0049170598000000286,0.005610286550000112,0.0,-0.003138988200010991,-0.18280532869999847,-0.5848742599749913,-0.6168009725749808,0.0,0.177270291250009,-0.0029632898499902687,-0.4732940042749872,-0.5304931047250075,0.0,0.5799847564249906,0.46829078847501127,-0.0028286269249908308,-0.1262365349250025,0.0,0.6119732354750043,0.5256077681750108,0.1213194751249959,-0.0028051432750080102
4e5q_A,241,0.006197622150000193,0.005479353150000078,0.004938009200000059,0.004931576150000068,0.00591674615000016,0.004905809799999959,0.0048942953000000325,0.0056787370500001304,0.0047866970000000645,0.005605168900000125,0.0,-0.0030988110750259064,0.029580654974971702,-0.44089467692502327,-0.5655683460000247,0.0,-0.03506000812498689,-0.0029583730750029334,-0.42552601987498406,-0.5462304830999816,0.0,0.4359566677249924,0.4206202100749977,-0.0028393685250123223,-0.14780704000000863,0.0,0.5606367698499959,0.5413361878000075,0.14302034300000094,-0.002802584450003629
4e8b_A,242,0.006877291900000131,0.0051296699500000785,0.003283047350000078,0.003306305300000069,0.00621290080000017,0.003659430700000065,0.0037937722500000887,0.00585061755000014,0.003188073199999957,0.005582407300000131,0.0,-0.003438645950010634,-1.2882325956500054,-1.41845810772499,-1.8001481406499977,0.0,1.2831029257000117,-0.0031064504000043506,-0.34479229542498957,-0.7052860359499996,0.0,1.4151750603750177,0.34113286472499943,-0.0029253087750004173,-0.39497849784998923,0.0,1.796841835350005,0.7014922637000047,0.39179042465,-0.002791203650008708
4etq_C,243,0.006099440750000149,0.005032520650000171,0.004337970150000133,0.0047700355500001025,0.0059090659000001905,0.004433749600000132,0.00490047220000004,0.005884599450000173,0.0043084120500000885,0.005784736000000137,0.0,-0.003049720374975892,-0.5229679107499847,-0.8770214026750103,-1.015965986349991,0.0,0.5179353900999786,-0.0029545329500038054,-0.466700476274994,-0.5621585715500097,0.0,0.8726834325250175,0.4622667266750043,-0.0029422997249940294,-0.09982709850000195,0.0,1.0111959507999864,0.5572580993499983,0.09551868644999359,-0.002892367999995669
4fak_A,244,0.010175118050000166,0.00533239975000019,0.004146064900000077,0.003410030150000068,0.007274789600000182,0.004649592350000085,0.0036785047000000635,0.00506491015000016,0.003842150700000054,0.0046851342000001515,0.0,-0.005087559025009775,-1.4355970713500048,-1.7459611047750097,-2.3167712171000097,0.0,1.430264671599996,-0.003637394800006905,-0.4814630940750075,-1.4071227463000016,0.0,1.7418150398749892,0.4768135017250002,-0.0025324550750056452,-1.0613124425999996,0.0,2.313361186949999,1.4034442416000121,1.0574702919000136,-0.002342567100005133
4fik_A,245,0.00620984310000019,0.005404608500000045,0.0048828010999999874,0.004902651400000031,0.005997626100000204,0.005061269200000061,0.0049452778999999995,0.005664511700000143,0.005134084700000088,0.005615012450000125,0.0,-0.0031049215500097874,-0.10967208640000965,-0.5680473434499951,-0.6410036709749993,0.0,0.10426747789999015,-0.0029988130500123436,-0.5607269513499852,-0.6558099014749967,0.0,0.5631645423500294,0.5556656821500011,-0.0028322558500188124,-0.16473480317499054,0.0,0.6361010195749822,0.6508646235749965,0.1596007184749917,-0.002807506225002361
4fl7_A,246,0.006276143800000191,0.00549303515000004,0.005005314649999949,0.004812161599999887,0.005969604500000176,0.005116018500000021,0.004944806049999915,0.005718239400000168,0.005040232350000044,0.005696260600000147,0.0,-0.003138071899998321,-0.22204099489999496,-0.7255269301999839,-0.5867569675999914,0.0,0.2165479597500052,-0.0029848022500037286,-0.5539182190000091,-0.4285922229000073,0.0,0.720521615549991,0.5488022004999848,-0.002859119699996996,0.06424564899999241,0.0,0.5819448059999923,0.42364741684999513,-0.06928588134999993,-0.002848130300014353
4fmw_A,247,0.006069530100000172,0.005080131700000138,0.004421555500000089,0.004033311000000094,0.00542927045000017,0.004654287050000058,0.0042934799500000615,0.005206755500000094,0.003975826100000037,0.005020651200000105,0.0,-0.0030347650500040188,-1.2237210786749886,-0.9647698676499942,-0.9791240237499906,0.0,1.218640946975009,-0.002714635225001679,0.19285714859999792,0.11075297230000994,0.0,0.9603483121499956,-0.19751143565001178,-0.002603377749998628,-0.07886427214999228,0.0,0.97509071275,-0.11504645224999724,0.0748884460500004,-0.002510325599983049
4fpt_A,248,0.006105643750000203,0.005367353749999977,0.004985036000000028,0.004996494400000011,0.00591421055000016,0.0049128584999999,0.004964973799999957,0.005676204200000161,0.004939457149999997,0.005632033050000127,0.0,-0.003052821875021999,-0.08706354162499447,-0.5374737986499817,-0.622464139024993,0.0,0.0816961878749943,-0.0029571052750043242,-0.4754973982000058,-0.5655274837250018,0.0,0.5324887626500002,0.4705845396999976,-0.0028381021000034416,-0.15143251042499525,0.0,0.6174676446250046,0.5605625099249982,0.14649305327498705,-0.0028160165249986
4gge_A,249,0.006217612500000184,0.005332192200000025,0.005072785050000041,0.004777241399999943,0.005982157600000201,0.005123649550000033,0.004894861,0.0057156520500001575,0.004821484649999999,0.0055996615000001235,0.0,-0.003108806250005465,-0.22129618545000218,-0.5972865168250011,-0.6100518482499974,0.0,0.21596399325001658,-0.002991078799991881,-0.4107063374249965,-0.4541633924499996,0.0,0.5922137317750026,0.40558268787500534,-0.0028578260250040157,-0.07922149520000053,0.0,0.605274606849996,0.4492685314499812,0.07440001055000425,-0.002799830749999737
4h3y_A,250,0.046723635699999884,0.004495877800000111,0.004510188250000023,0.004245292850000046,0.005737962700000146,0.004331958150000089,0.004067562950000093,0.005652949700000151,0.0041140180000000075,0.005527712250000111,0.0,-0.023361817849993406,-0.5628243061000006,-0.6550682126999751,-0.7244815977750012,0.0,0.5583284282999778,-0.0028689813500123594,-0.17376885875002188,-0.23804505202500403,0.0,0.6505580244500052,0.16943690060000083,-0.0028264748499854794,-0.11026593702500173,0.0,0.720236304924998,0.2339774890749961,0.10615191902501105,-0.0027638561250073732
4h3z_A,251,0.01616562475000003,0.005171217000000123,0.004802002300000035,0.00457769285000015,0.005874393150000155,0.00430555415000004,0.004081244700000152,0.00573021090000013,0.003969899050000071,0.005640568300000128,0.0,-0.008082812374988828,-0.4161258815749926,-0.9632739793999887,-1.04205490909998,0.0,0.41095466457501023,-0.0029371965750025586,-0.5816827581999939,-0.6121882781999877,0.0,0.958471977099998,0.5773772040499959,-0.002865105450013443,-0.14086709515000306,0.0,1.0374772162499801,0.6081070334999827,0.13689719609999368,-0.0028202841500028063
4h6v_A,252,0.005658787400000061,0.002765840299999977,0.0026417539999999884,0.002337688449999906,0.0051207673000000275,0.0032590221000000333,0.0029705409499999427,0.004811126300000029,0.0031343078499999695,0.004698809600000033,0.0,-0.00282939369999708,-0.1260003112000005,-0.22197888409999586,-0.23907619780000444,0.0,0.12323447090000118,-0.002560383649992389,-0.16576322485000117,-0.19232181725000003,0.0,0.21933713009998684,0.16250420275000133,-0.0024055631500015137,-0.026922358550004896,0.0,0.2367385093500023,0.18935127629999915,0.023788050699998817,-0.002349404800001848
4hew_A,253,0.006289717800000187,0.0054014945499999915,0.00519339325000005,0.0049529286500000205,0.006052286050000179,0.005012090499999944,0.0049505972499999835,0.0056799520500001475,0.005092980800000046,0.005593981200000101,0.0,-0.003144858900005447,-0.2882981839249871,-0.5593708867750008,-0.8946627928000015,0.0,0.2828966893749996,-0.003026143025000019,-0.26847523362499753,-0.6502887552499936,0.0,0.5541774935249963,0.2634631431250101,-0.0028399760249873374,-0.4003169442500001,0.0,0.8897098641499939,0.6453381580000117,0.3952239634500037,-0.0027969906000000623
4hpv_A,254,0.03919454200000011,0.009085112299999915,0.0051935562500000565,0.005225228650000002,0.030825461199999984,0.005037818650000023,0.005043623250000059,0.005622166450000126,0.0049221001500000024,0.0055416237500000645,0.0,-0.019597271000009443,-0.2741536285000051,-0.6419050381749972,-0.7262614697249945,0.0,0.2650685162000086,-0.015412730600016893,-0.23875375237499882,-0.30646822002499635,0.0,0.6367114819250089,0.23371593372501373,-0.0028110832249935774,-0.06426415007499592,0.0,0.721036241074983,0.30142459677502037,0.05934204992499499,-0.0027708118749937916
4ht2_A,255,0.00640450715000018,0.005277903000000083,0.005132414900000121,0.004612764500000093,0.006079203000000161,0.0052013317000000935,0.004781253700000049,0.005987727450000142,0.00479989540000011,0.005830909250000191,0.0,-0.003202253574999515,-0.8965972647000008,-1.1114452294749884,-1.7081019686249814,0.0,0.8913193616999995,-0.0030396015000085743,-0.19721515737502154,-0.9955052865750098,0.0,1.1063128145749892,0.1920138256750279,-0.0029938637249947568,-0.7923674393250024,0.0,1.7034892041249963,0.990724032874986,0.7875675439249895,-0.00291545462499535
4ig6_A,256,0.006088557100000202,0.005465952500000009,0.005022637400000022,0.0052823107500000336,0.005822000650000154,0.005030554750000039,0.005194689400000031,0.005672429400000118,0.004956295650000056,0.005604114450000159,0.0,-0.003044278549985958,-0.45792508662499204,-0.09414917784998444,-0.1130095179249963,0.0,0.4524591341249989,-0.0029110003249969495,0.23081735309999377,0.2110967965750036,0.0,0.08912654045000772,-0.23584790784999154,-0.0028362146999997835,-0.05842924672498795,0.0,0.10772720717501734,-0.21629148597498263,0.05347295107499283,-0.002802057224998135
4itp_A,257,0.006233844700000185,0.005256384099999986,0.005036898499999958,0.005028185300000006,0.005842059400000192,0.00505540099999996,0.0050313817500000045,0.005701530150000154,0.005253995650000066,0.005609621750000119,0.0,-0.003116922349977721,-0.1925195119499885,-0.6689379962749898,-0.847385034824994,0.0,0.18726312785001303,-0.0029210296999973347,-0.5564435010250003,-0.7109362724250117,0.0,0.663901097774989,0.5513881000249727,-0.0028507650750140274,-0.18646677252499624,0.0,0.8423568495249839,0.7059048906750014,0.1812127768749892,-0.0028048108750131054
4iwz_A,258,0.006198796550000201,0.005386013649999983,0.005253623850000039,0.0049456846499999416,0.005932703900000154,0.005086685549999992,0.005083990050000022,0.005717406900000154,0.005165949100000059,0.005610612000000104,0.0,-0.003099398274981823,-0.057364237149990074,-0.5449099123999995,-0.5230339393999986,0.0,0.051978223499993016,-0.002966351949990681,-0.48686068199997806,-0.4732829413499994,0.0,0.5396562885499943,0.48177399644998664,-0.0028587034499999242,-0.04031755770000452,0.0,0.518088254750009,0.4681989512999933,0.03515160859998422,-0.002805305999997158
4j3c_A,259,0.00651157360000019,0.005347371900000216,0.004947095900000097,0.003646654850000028,0.0061585240500001285,0.004736027150000115,0.0038090991000000038,0.005976261600000174,0.0036719485500000034,0.00576625610000018,0.0,-0.0032557868000163788,0.2730184782249669,-0.2622125981499984,-1.0799306265999906,0.0,-0.27836585012502246,-0.0030792620250058066,-0.5041737451500079,-1.344929483900004,0.0,0.2572655022499975,0.49943771800002773,-0.0029881307999946446,-1.0738668408499912,0.0,1.0762839717500021,1.341120384799999,1.0701948922999864,-0.0028831280500083087
4jak_A,260,0.008692679700000233,0.004189809950000032,0.004269609749999911,0.004334982400000027,0.005464741700000112,0.004070918150000041,0.0034767416000000407,0.00505529415000015,0.0040215057000000205,0.004638463200000042,0.0,-0.004346339849995088,0.49166052800000953,-0.4111810059750087,-0.3464162620500043,0.0,-0.4958503379499986,-0.002732370849992602,-0.8201693082749982,-0.7994189100999971,0.0,0.4069113962249912,0.8160983901249951,-0.0025276470750064763,0.07094897324999834,0.0,0.3420812796500041,0.7959421684999975,-0.07497047895000523,-0.0023192316000024745
4jal_A,261,0.009080362400000203,0.00447983109999999,0.00437351235000009,0.004239968150000059,0.005515196600000131,0.004482091349999956,0.004512530800000046,0.005277640500000086,0.004354416199999999,0.005007321850000022,0.0,-0.004540181199991274,0.1346039586500055,-0.3208351957499715,-0.4273148271750083,0.0,-0.1390837897500048,-0.0027575983000066523,-0.5302666313500044,-0.655275191725002,0.0,0.31646168340000147,0.5257845400000173,-0.0026388202499994075,-0.17554732602499598,0.0,0.4230748590250033,0.6507626609249973,0.17119290982499805,-0.002503660925007043
4jwf_A,262,0.03954407835000005,0.004608118850000061,0.004756036200000077,0.004741059650000069,0.0052787365500001565,0.004700560700000107,0.0046813623500001145,0.00503927390000014,0.004719045450000107,0.004985602300000133,0.0,-0.019772039174996953,-0.02071257802500771,-0.060004029050003425,-0.09974193895000387,0.0,0.01610445917499808,-0.00263936827500376,-0.08809174330000434,-0.12872359245000842,0.0,0.05524799284999625,0.08339118259999699,-0.0025196369500037497,-0.05351248200000228,0.0,0.09500087930000581,0.12404223010000777,0.04879343655000434,-0.0024928011499859228
4jwg_A,263,0.01940555350000021,0.004058554200000099,0.004054641250000018,0.004056395900000057,0.005560578800000176,0.004342234050000113,0.00418332580000011,0.005459947700000198,0.0041461868500000405,0.005335223800000153,0.0,-0.009702776749990077,-0.5327974209000091,-0.7141058578499901,-0.7173256917500114,0.0,0.5287388667000038,-0.0027802894000047464,-0.32827173889999467,-0.39975355755000036,0.0,0.7100512166000003,0.32392950484999405,-0.002729973850003221,-0.11718650999999566,0.0,0.7132692958499788,0.39557023174998823,0.11304032314999231,-0.002667611899999244
4jwh_A,264,0.007631909000000285,0.004394302750000051,0.0038462630499999785,0.004079229000000013,0.005456096250000157,0.003924406850000071,0.004198190900000158,0.00511225975000014,0.0040105987000000785,0.005028766950000145,0.0,-0.0038159545000013033,-0.2523755370750067,-0.24062007207500213,-0.31621734167499976,0.0,0.24798123432499744,-0.0027280481250049637,-0.05705649082500307,-0.16203936982502218,0.0,0.23677380902498854,0.05313208397499543,-0.002556129875009762,-0.10647259407501881,0.0,0.3121381126749964,0.15784117892499844,0.10246199537500353,-0.0025143834749913885
4jwj_A,265,0.005915522450000095,0.0049924582500001985,0.004960062750000148,0.004431422050000089,0.005703672550000172,0.004734326850000233,0.0038945264500000916,0.005505875350000171,0.004059928150000065,0.0052567623000000846,0.0,-0.0029577612249967462,0.37838819832499754,0.1861698613749927,0.27375137780000336,0.0,-0.3833806565749912,-0.002851836274972315,-0.20619509002500205,-0.0687272045999941,0.0,-0.19112992412499247,0.2014607631749985,-0.002752937675001901,0.08337068844999714,0.0,-0.2781827998499872,0.06483267815000998,-0.08743061659998798,-0.0026283811500016152
4k0b_A,266,0.007810774300000278,0.005479840200000056,0.0052255978000000005,0.005238674250000046,0.005775363650000134,0.00520299514999999,0.0051493147999999616,0.0056609582000000805,0.005144105549999974,0.0055581280500000396,0.0,-0.003905387149988999,-0.6692123094750034,-1.8239527768500003,-1.705967551175002,0.0,0.663732469274996,-0.002887681825009633,-1.05197593100001,-1.0222498000250015,0.0,1.8187271790500026,1.0467729358499929,-0.002830479100004552,0.04626301337499491,0.0,1.7007288769250106,1.0171004852250318,-0.05140711892498989,-0.0027790640250067947
4k1c_A,267,0.010417566500000155,0.0034525788499999563,0.0032615320500000095,0.00336937440000003,0.0062853840000001516,0.001653603000000064,0.0031366010500000117,0.005794846950000152,0.0019288610999999773,0.005634845700000151,0.0,-0.005208783249981578,-1.8110294390499866,-1.3042721403749962,-1.3335520734999997,0.0,1.8075768602000164,-0.0031426920000064956,0.10579294317501171,-0.13295196134999726,0.0,1.3010106083249737,-0.10744654617501706,-0.0028974234749911203,-0.11267781319998857,0.0,1.3301826991000048,0.1298153602999916,0.11074895210000174,-0.0028174228499976226
4k1q_A,268,0.006507419800000224,0.005097420899999932,0.00512302250000005,0.0048255127499999915,0.006162180950000201,0.004916842899999962,0.004864003199999987,0.0058141359000001575,0.00492154979999999,0.005637862100000103,0.0,-0.0032537098999706627,-0.46062330762500703,-0.8318179898999748,-0.9130277125499936,0.0,0.4555258867250049,-0.003081090474986965,-0.4498961052500052,-0.5422551017999957,0.0,0.8266949674000139,0.4449792623500041,-0.0029070679500043843,-0.1357166644500029,0.0,0.9082021998000026,0.5373910986000082,0.13079511465000482,-0.0028189310499966997
4kap_A,269,0.0061022794500002015,0.0053733779499999575,0.005125394550000027,0.004991193499999959,0.005918195050000178,0.00508650445000001,0.005117956000000033,0.005704291150000152,0.005151850199999992,0.0056504537000001374,0.0,-0.0030511397250146087,-0.45638414142499145,-0.8041425678749813,-0.8441679716999966,0.0,0.45101076347500907,-0.002959097524984901,-0.41254319657499566,-0.47173161160000127,0.0,0.7990171733250124,0.40745669212500285,-0.0028521455750012514,-0.040259332650013024,0.0,0.8391767781999955,0.46661365560000034,0.035107482450004,-0.0028252268499966
4kdz_A,270,0.0060957639500002015,0.004241926950000102,0.0042207518000000445,0.0038279491000000115,0.005685420700000223,0.0036994678500000145,0.0031099648500000467,0.005381001750000146,0.00319813260000001,0.004569628500000051,0.0,-0.00304788197498003,0.024346312249999138,-0.7602011571750217,-0.8915545549499981,0.0,-0.02858823920002302,-0.0028427103499937016,-0.6734759966749956,-0.8273199326999939,0.0,0.755980405375008,0.6697765288250047,-0.0026905008749970997,-0.04975556325000266,0.0,0.8877266058499994,0.8242099678500028,0.04655743065000281,-0.002284814250001681
4kgn_A,271,0.006493518600000171,0.004693049750000139,0.004321403800000012,0.0032606835500000398,0.006074102200000163,0.00422280644999997,0.003353849900000088,0.005529737000000141,0.0036011893499999863,0.005086616550000047,0.0,-0.0032467593000042225,-1.0295179759000017,-1.6799812292500182,-1.4812252871250033,0.0,1.0248249261500026,-0.003037051100013979,-0.8611646432499929,-0.8571205126749974,0.0,1.67565982545,0.8569418368000041,-0.0027648684999936513,-0.06179058252500018,0.0,1.4779646035750131,0.8537666627749967,0.058189393175007625,-0.002543308274993384
4kjr_A,272,0.010513998900000234,0.0028352220000001324,0.0034005856000000746,0.0013515066999999531,0.005810052400000183,0.0035026780000000485,0.001825993299999957,0.005548522900000139,0.0017274498999999685,0.005506272850000121,0.0,-0.005256999450013116,-0.7010254499499968,-0.5374160286999972,-0.6666683200750001,0.0,0.6981902279499895,-0.002905026199991877,-0.15163451985000953,-0.47612637642499506,0.0,0.5340154431000063,0.14813184185000206,-0.0027742614499940096,-0.1255591432250012,0.0,0.6653168133750043,0.4743003831249931,0.123831693325001,-0.0027531364249930275
4knn_A,273,0.00630199390000019,0.004918337300000062,0.004800049249999999,0.004507084449999989,0.006037232150000191,0.004928598900000076,0.004601525849999996,0.005807300650000184,0.004800823800000052,0.005681614200000152,0.0,-0.003150996949986578,-1.1786935024750003,-1.2658469072250111,-1.431058339000011,0.0,1.1737751651749886,-0.0030186160750056723,-0.1478057102249916,-0.4056250832999992,0.0,1.2610468579750032,0.14287711132498337,-0.0029036503249878294,-0.32488545449999384,0.0,1.4265512545499959,0.40102355744999296,0.3200846307000233,-0.0028408070999865554
4kp5_A,274,0.006314228500000162,0.005497952500000105,0.005114665200000083,0.004867523100000109,0.0061620030000001545,0.0048626577500000935,0.005054067800000053,0.006022527850000093,0.004827366900000087,0.005837001700000137,0.0,-0.0031571142500182304,-0.4625300977000054,-0.8331383510249986,-1.0966362135499819,0.0,0.4570321451999722,-0.0030810015000092344,-0.34720270337501785,-0.6386338995499883,0.0,0.8280236858249882,0.3423400456250133,-0.0030112639249849048,-0.31463882149999856,0.0,1.091768690449996,0.6335798317500118,0.3098114545999924,-0.002918500849998844
4kp8_A,275,0.006415018950000176,0.005218641550000028,0.005073101350000081,0.004498779400000069,0.00605983520000019,0.005128189050000118,0.004944114100000121,0.005916289400000106,0.004887236450000065,0.00578445525000013,0.0,-0.0032075094750054567,-0.9863613570499826,-1.112829562599984,-1.6691016897749973,0.0,0.9811427155000089,-0.0030299176000029,-0.12176621600000624,-0.8205730870249874,0.0,1.10775646125001,0.11663802695000801,-0.002958144699996917,-0.6701047162249938,0.0,1.6646029103749995,0.815628972924994,0.6652174797749941,-0.0028922276250042274
4kpp_A,276,0.008272823600000236,0.005115453700000076,0.004608855500000047,0.0046156376500000856,0.0065307679000000994,0.004897665700000119,0.0042158045000000866,0.006147676450000104,0.003984959800000109,0.0053416032000000915,0.0,-0.004136411799967959,0.24558081410001342,0.14343021052501417,0.036248294100011375,0.0,-0.25069626780001736,-0.003265383949994076,-0.03733274807499205,-0.11769574559999114,0.0,-0.14803906602500252,0.03243508237500049,-0.003073838224998867,-0.08895327755000454,0.0,-0.04086393175001588,0.11347994109999489,0.08496831775000015,-0.002670801600006746
4ktt_A,277,0.005848476950000158,0.005167714000000102,0.004962197450000082,0.004812366550000033,0.005668528800000125,0.004518795650000132,0.004526486350000077,0.005660952250000125,0.004301144750000079,0.005617838650000133,0.0,-0.002924238475014771,-0.7944220823999882,-0.6013797333249956,-0.6332489677249871,0.0,0.7892543684000074,-0.0028342643999948584,0.13551487597500533,0.03173016077499645,0.0,0.5964175358749881,-0.14003367162500452,-0.0028304761250122247,-0.05788897012500153,0.0,0.6284366011749883,-0.036256647125011476,0.05358782537500207,-0.0028089193249959178
4ktt_B,278,0.006113702900000153,0.0057784419500001225,0.0054380775000000695,0.004340766900000072,0.005881273250000183,0.005540908800000094,0.004443598200000107,0.005798680850000167,0.004343142150000081,0.005684577600000167,0.0,-0.003056851449983897,-0.8331331717749821,-1.0262010240249866,-1.025024471200003,0.0,0.8273547298249615,-0.0029406366250282843,-0.3250527712750365,-0.443702412850013,0.0,1.0207629465249908,0.3195118624749949,-0.0028993404250035894,-0.19873350229999615,0.0,1.0206837042999777,0.43925881464998323,0.19439036014998992,-0.0028422888000176547
4ktt_C,279,0.005926698150000161,0.005433431450000103,0.005348744700000093,0.004997934300000078,0.005640363700000103,0.00524909135000013,0.004965581450000083,0.005631922000000111,0.004834839900000069,0.005596508450000095,0.0,-0.0029633490749872335,-0.6270367464499884,-0.6181078801499837,-0.7167598197249949,0.0,0.6216033150000121,-0.0028201818499843617,-0.02598556634998106,-0.19333187472500693,0.0,0.6127591354500249,0.020736475000008702,-0.002815960999988823,-0.15862688847500803,0.0,0.7117618854250045,0.1883662932749888,0.15379204857499107,-0.0027982542250122957
4ktt_D,280,0.006040216850000133,0.0059243206000001315,0.005544218250000036,0.005093574550000052,0.005959289150000187,0.0055791868000000565,0.005128543100000064,0.005855178600000178,0.005127241600000011,0.0056941604500001484,0.0,-0.0030201084249997,-0.26721538892499735,-1.439884854999999,-0.8825287762250088,0.0,0.26129106832498167,-0.0029796445750156528,-1.2266868376500109,-0.6926798585750115,0.0,1.4343406367500229,1.221107650850004,-0.0029275893000053504,0.3771793332750031,0.0,0.8774352016749932,0.6875513154749986,-0.3823065748749864,-0.002847080224986685
4ktv_A,281,0.005874818550000169,0.005358599700000128,0.005178561000000053,0.004766030400000043,0.00567812855000014,0.005204044750000085,0.004775102850000051,0.00566963110000012,0.004800541700000033,0.0056489760000001076,0.0,-0.0029374092749900834,-0.5001125897749907,-0.7143674648499855,-0.7585433897500006,0.0,0.4947539900750019,-0.002839064274992675,-0.32511729364999997,-0.36192295644999395,0.0,0.7091889038499968,0.3199132488999909,-0.002834815549999391,-0.039719220949997996,0.0,0.7537773593499947,0.3571478536000153,0.034918679249987934,-0.002824487999981868
4ktv_B,282,0.005914509900000166,0.005861374950000153,0.005521983250000117,0.004871265350000114,0.005910472650000172,0.005474897150000126,0.0048241792500001105,0.005834933550000151,0.004764525550000095,0.005708702300000173,0.0,-0.002957254949999983,0.1064910066249896,-0.5178670243749897,-0.6445050925499736,0.0,-0.11235238157502707,-0.0029552363250323825,-0.6014893300250289,-0.7178881493000169,0.0,0.5123450411249999,0.5960144328750043,-0.0029174667749798126,-0.1675107062499817,0.0,0.6396338271999961,0.7130639700499942,0.16274618069999092,-0.002854351150004007
4ktv_C,283,0.005936477600000139,0.005397669400000059,0.005170921500000091,0.005055182050000045,0.005650910700000083,0.00516966310000012,0.005022449350000021,0.005584238150000078,0.004858753100000033,0.005562419300000079,0.0,-0.002968238800005724,-1.0512268138500063,-0.983784347675005,-0.7497010442000099,0.0,1.0458291444499814,-0.0028254553500076953,-0.029619727574999713,0.03787492330000938,0.0,0.9786134261749827,0.024450064474982453,-0.002792119074995342,0.09515723389999735,0.0,0.7446458621500024,-0.04289737265001739,-0.10001598700000255,-0.0027812096499951356
4ktv_D,284,0.006096617750000159,0.005762004400000168,0.005138343400000081,0.004938319599999998,0.006058645800000158,0.004857182000000066,0.004657158199999973,0.005740716950000141,0.004563128450000011,0.0056724782500001455,0.0,-0.003048308874991812,0.15082921259999663,-0.8412295012250023,-0.9768814310249999,0.0,-0.1565912170000145,-0.003029322900001603,-0.8786764441250194,-0.9283005487250021,0.0,0.8360911578249797,0.8738192621249976,-0.0028703584750241306,-0.24124035147499873,0.0,0.9719431114250209,0.9236433905250143,0.23667722302503055,-0.002836239124990286
4kuy_A,285,0.006362430900000207,0.005373135999999986,0.005058155050000011,0.004968651500000034,0.005843376150000168,0.005080488999999985,0.005059082650000032,0.005653872000000149,0.005089819950000019,0.005608837500000112,0.0,-0.0031812154499794624,-0.1214754980249881,-0.6018271430999951,-0.6722950256000113,0.0,0.11610236202499939,-0.0029216880749907766,-0.5404547565500102,-0.5890848979500038,0.0,0.5967689880499991,0.5353742675500082,-0.0028269359999859764,-0.08630309050000359,0.0,0.6673263740999861,0.5840258153000079,0.08121327055001536,-0.0028044187499999176
